origin,country,region,industry,industry_weight,exports_vol,imports_vol,trade_value,trade_pct_gdp,tariff_rate,transport_cost,fatality_rate,violent_events,un_vote_alignment,state_visits,actual_vs_expected,risk_index,latitude,longitude,year
Singapore,Canada,NA,Automotive,0.13233224287150563,11043.79,5631.23,16675.02,0.02905,11.59,4.07,10.75,23.01,0.585,5,101.524,13.965,56.13,-106.35,2025
Singapore,Canada,NA,Chemicals,0.24462206985402088,17896.12,12928.4,30824.53,0.0537,11.59,4.07,10.75,23.01,0.585,5,72.385,13.965,56.13,-106.35,2025
Singapore,Canada,NA,Agriculture,0.21435812736888984,13600.71,13410.29,27011.0,0.04706,11.59,4.07,10.75,23.01,0.585,5,84.762,13.965,56.13,-106.35,2025
Singapore,Canada,NA,Energy,0.05636093629703303,4009.88,3092.1,7101.97,0.01237,11.59,4.07,10.75,23.01,0.585,5,103.442,13.965,56.13,-106.35,2025
Singapore,Canada,NA,Machinery,0.12119829685439723,10205.78,5066.27,15272.05,0.02661,11.59,4.07,10.75,23.01,0.585,5,62.875,13.965,56.13,-106.35,2025
Singapore,Canada,NA,Pharmaceuticals,0.11601990266203109,7258.23,7361.3,14619.53,0.02547,11.59,4.07,10.75,23.01,0.585,5,59.229,13.965,56.13,-106.35,2025
Singapore,Canada,NA,Financial Services,0.14622907881125866,11172.43,7253.72,18426.15,0.0321,11.59,4.07,10.75,23.01,0.585,5,101.166,13.965,56.13,-106.35,2025
Singapore,Turkey,EU,Electronics,0.09186986466734207,5378.4,5143.93,10522.32,0.01833,7.55,1.02,17.37,4.23,0.597,3,98.452,10.925,38.96,35.24,2025
Singapore,Turkey,EU,Automotive,0.1736509543060592,10156.86,9732.27,19889.13,0.03465,7.55,1.02,17.37,4.23,0.597,3,96.253,10.925,38.96,35.24,2025
Singapore,Turkey,EU,Chemicals,0.1994941876267513,9391.09,13458.0,22849.08,0.03981,7.55,1.02,17.37,4.23,0.597,3,75.244,10.925,38.96,35.24,2025
Singapore,Turkey,EU,Agriculture,0.1926699171769105,14753.47,7314.0,22067.47,0.03845,7.55,1.02,17.37,4.23,0.597,3,101.168,10.925,38.96,35.24,2025
Singapore,Turkey,EU,Energy,0.15642269705306314,7742.38,10173.51,17915.89,0.03121,7.55,1.02,17.37,4.23,0.597,3,94.741,10.925,38.96,35.24,2025
Singapore,Turkey,EU,Machinery,0.15652345329100464,8475.03,9452.39,17927.43,0.03123,7.55,1.02,17.37,4.23,0.597,3,76.924,10.925,38.96,35.24,2025
Singapore,Turkey,EU,Pharmaceuticals,0.12545683262092452,5834.21,8535.0,14369.21,0.02503,7.55,1.02,17.37,4.23,0.597,3,82.208,10.925,38.96,35.24,2025
Singapore,Turkey,EU,Financial Services,0.09228960139930893,5266.69,5303.71,10570.4,0.01842,7.55,1.02,17.37,4.23,0.597,3,61.976,10.925,38.96,35.24,2025
Singapore,Saudi Arabia,ME,Electronics,0.16736822360417583,28799.05,17380.52,46179.57,0.08045,11.87,7.11,15.78,24.92,0.087,5,93.166,20.916,23.88,45.08,2025
Singapore,Saudi Arabia,ME,Automotive,0.07551606055911275,10108.27,10727.82,20836.09,0.0363,11.87,7.11,15.78,24.92,0.087,5,86.308,20.916,23.88,45.08,2025
Singapore,Saudi Arabia,ME,Chemicals,0.17918344826632027,28241.54,21198.04,49439.58,0.08613,11.87,7.11,15.78,24.92,0.087,5,85.61,20.916,23.88,45.08,2025
Singapore,Saudi Arabia,ME,Agriculture,0.24730304975859596,39694.44,28540.43,68234.87,0.11888,11.87,7.11,15.78,24.92,0.087,5,73.723,20.916,23.88,45.08,2025
Singapore,Saudi Arabia,ME,Energy,0.07035649452408076,8655.21,10757.28,19412.48,0.03382,11.87,7.11,15.78,24.92,0.087,5,74.596,20.916,23.88,45.08,2025
Singapore,Saudi Arabia,ME,Machinery,0.08213627465191115,10333.52,12329.19,22662.71,0.03948,11.87,7.11,15.78,24.92,0.087,5,78.51,20.916,23.88,45.08,2025
Singapore,Saudi Arabia,ME,Pharmaceuticals,0.08467471905895096,15630.61,7732.5,23363.11,0.0407,11.87,7.11,15.78,24.92,0.087,5,58.023,20.916,23.88,45.08,2025
Singapore,Saudi Arabia,ME,Financial Services,0.15490227791405095,22358.12,20381.9,42740.02,0.07446,11.87,7.11,15.78,24.92,0.087,5,148.238,20.916,23.88,45.08,2025
Singapore,United Arab Emirates,ME,Electronics,0.19457921932435515,13159.4,7203.04,20362.43,0.03547,7.96,9.73,17.31,40.85,0.258,7,121.846,21.245,23.42,53.85,2025
Singapore,United Arab Emirates,ME,Automotive,0.15700734640898212,8921.58,7509.01,16430.59,0.02862,7.96,9.73,17.31,40.85,0.258,7,133.858,21.245,23.42,53.85,2025
Singapore,United Arab Emirates,ME,Chemicals,0.09101551202989183,6575.8,2948.85,9524.64,0.01659,7.96,9.73,17.31,40.85,0.258,7,121.095,21.245,23.42,53.85,2025
Singapore,United Arab Emirates,ME,Agriculture,0.08990138546766396,5841.22,3566.84,9408.05,0.01639,7.96,9.73,17.31,40.85,0.258,7,102.984,21.245,23.42,53.85,2025
Singapore,United Arab Emirates,ME,Energy,0.19144601912888892,12628.45,7406.09,20034.55,0.0349,7.96,9.73,17.31,40.85,0.258,7,58.729,21.245,23.42,53.85,2025
Singapore,United Arab Emirates,ME,Machinery,0.1512207912718694,10754.76,5070.27,15825.04,0.02757,7.96,9.73,17.31,40.85,0.258,7,82.064,21.245,23.42,53.85,2025
Singapore,United Arab Emirates,ME,Pharmaceuticals,0.16877661951157977,9021.32,8640.91,17662.23,0.03077,7.96,9.73,17.31,40.85,0.258,7,95.427,21.245,23.42,53.85,2025
Singapore,United Arab Emirates,ME,Financial Services,0.15972062358763064,9438.31,7276.23,16714.53,0.02912,7.96,9.73,17.31,40.85,0.258,7,70.173,21.245,23.42,53.85,2025
Singapore,South Africa,AF,Electronics,0.1323681828294537,15404.69,15120.17,30524.86,0.05318,1.76,2.25,0.05,5.83,0.473,5,142.953,7.544,-30.56,22.94,2025
Singapore,South Africa,AF,Automotive,0.21612388155754583,34364.67,15474.73,49839.41,0.08683,1.76,2.25,0.05,5.83,0.473,5,62.43,7.544,-30.56,22.94,2025
Singapore,South Africa,AF,Chemicals,0.19617349504072887,30830.29,14408.44,45238.73,0.07881,1.76,2.25,0.05,5.83,0.473,5,68.123,7.544,-30.56,22.94,2025
Singapore,South Africa,AF,Agriculture,0.06329925347335551,9084.35,5512.82,14597.17,0.02543,1.76,2.25,0.05,5.83,0.473,5,107.447,7.544,-30.56,22.94,2025
Singapore,South Africa,AF,Energy,0.21836575535165442,22254.09,28102.31,50356.4,0.08773,1.76,2.25,0.05,5.83,0.473,5,129.527,7.544,-30.56,22.94,2025
Singapore,South Africa,AF,Machinery,0.09032546400954891,9354.49,11475.08,20829.57,0.03629,1.76,2.25,0.05,5.83,0.473,5,66.427,7.544,-30.56,22.94,2025
Singapore,South Africa,AF,Pharmaceuticals,0.21291494404627642,29438.0,19661.41,49099.41,0.08554,1.76,2.25,0.05,5.83,0.473,5,102.307,7.544,-30.56,22.94,2025
Singapore,South Africa,AF,Financial Services,0.1217660968247005,18621.51,9458.45,28079.96,0.04892,1.76,2.25,0.05,5.83,0.473,5,89.245,7.544,-30.56,22.94,2025
Singapore,Russia,EU,Electronics,0.09644253902936346,16774.6,8266.89,25041.49,0.04363,8.78,4.39,9.25,15.07,0.748,0,88.389,10.709,61.52,105.31,2025
Singapore,Russia,EU,Automotive,0.15871057222279772,27690.38,13519.12,41209.5,0.07179,8.78,4.39,9.25,15.07,0.748,0,112.424,10.709,61.52,105.31,2025
Singapore,Russia,EU,Chemicals,0.07337960814167281,12993.29,6059.86,19053.15,0.03319,8.78,4.39,9.25,15.07,0.748,0,112.771,10.709,61.52,105.31,2025
Singapore,Russia,EU,Agriculture,0.11698112293141723,13418.84,16955.53,30374.37,0.05292,8.78,4.39,9.25,15.07,0.748,0,129.403,10.709,61.52,105.31,2025
Singapore,Russia,EU,Energy,0.17401455118570272,25304.33,19878.88,45183.2,0.07872,8.78,4.39,9.25,15.07,0.748,0,139.389,10.709,61.52,105.31,2025
Singapore,Russia,EU,Machinery,0.20771944224490616,24028.06,29906.68,53934.74,0.09396,8.78,4.39,9.25,15.07,0.748,0,81.172,10.709,61.52,105.31,2025
Singapore,Russia,EU,Pharmaceuticals,0.09969782796289316,16132.19,9754.54,25886.73,0.0451,8.78,4.39,9.25,15.07,0.748,0,53.353,10.709,61.52,105.31,2025
Singapore,Russia,EU,Financial Services,0.16397793697426333,26769.87,15807.31,42577.18,0.07418,8.78,4.39,9.25,15.07,0.748,0,137.677,10.709,61.52,105.31,2025
Singapore,Poland,EU,Electronics,0.07998348546975476,5821.29,6596.79,12418.07,0.02163,16.43,2.0,16.93,6.37,0.397,7,122.225,15.175,51.92,19.15,2025
Singapore,Poland,EU,Automotive,0.1940073073092149,17842.11,12279.07,30121.18,0.05248,16.43,2.0,16.93,6.37,0.397,7,119.395,15.175,51.92,19.15,2025
Singapore,Poland,EU,Chemicals,0.15854488866951924,11705.58,12909.78,24615.36,0.04288,16.43,2.0,16.93,6.37,0.397,7,84.57,15.175,51.92,19.15,2025
Singapore,Poland,EU,Agriculture,0.08631954336028513,9013.18,4388.62,13401.8,0.02335,16.43,2.0,16.93,6.37,0.397,7,108.339,15.175,51.92,19.15,2025
Singapore,Poland,EU,Energy,0.13017028335272798,10885.13,9324.85,20209.98,0.03521,16.43,2.0,16.93,6.37,0.397,7,144.728,15.175,51.92,19.15,2025
Singapore,Poland,EU,Machinery,0.08067028062321605,7212.59,5312.12,12524.71,0.02182,16.43,2.0,16.93,6.37,0.397,7,100.589,15.175,51.92,19.15,2025
Singapore,Poland,EU,Pharmaceuticals,0.17229084708692957,10845.14,15904.39,26749.53,0.0466,16.43,2.0,16.93,6.37,0.397,7,137.212,15.175,51.92,19.15,2025
Singapore,Poland,EU,Financial Services,0.23642365649672248,20905.91,15800.75,36706.66,0.06395,16.43,2.0,16.93,6.37,0.397,7,119.665,15.175,51.92,19.15,2025
Singapore,Sweden,EU,Electronics,0.2180879263960846,41542.15,20165.8,61707.95,0.10751,14.14,2.37,11.53,30.34,0.424,7,62.281,16.925,60.13,18.64,2025
Singapore,Sweden,EU,Automotive,0.09718120691901624,12364.38,15133.03,27497.41,0.0479,14.14,2.37,11.53,30.34,0.424,7,68.632,16.925,60.13,18.64,2025
Singapore,Sweden,EU,Chemicals,0.21749815780049842,30748.62,30792.45,61541.07,0.10721,14.14,2.37,11.53,30.34,0.424,7,81.144,16.925,60.13,18.64,2025
Singapore,Sweden,EU,Agriculture,0.09547912417542254,15733.15,11282.66,27015.81,0.04707,14.14,2.37,11.53,30.34,0.424,7,87.931,16.925,60.13,18.64,2025
Singapore,Sweden,EU,Energy,0.19884993036865778,25975.88,30288.68,56264.56,0.09802,14.14,2.37,11.53,30.34,0.424,7,128.779,16.925,60.13,18.64,2025
Singapore,Sweden,EU,Machinery,0.1707443063460278,20980.98,27331.1,48312.08,0.08417,14.14,2.37,11.53,30.34,0.424,7,91.45,16.925,60.13,18.64,2025
Singapore,Sweden,EU,Pharmaceuticals,0.2227036281225914,42653.4,20360.56,63013.96,0.10978,14.14,2.37,11.53,30.34,0.424,7,96.57,16.925,60.13,18.64,2025
Singapore,Sweden,EU,Financial Services,0.14616739561781472,27938.87,13419.18,41358.04,0.07205,14.14,2.37,11.53,30.34,0.424,7,108.707,16.925,60.13,18.64,2025
Singapore,Norway,EU,Electronics,0.12247877982332663,6134.14,4549.23,10683.37,0.01861,18.25,3.23,11.55,8.28,0.034,0,113.226,19.424,60.47,8.47,2025
Singapore,Norway,EU,Automotive,0.05261889131766673,2749.54,1840.21,4589.75,0.008,18.25,3.23,11.55,8.28,0.034,0,67.804,19.424,60.47,8.47,2025
Singapore,Norway,EU,Chemicals,0.24221406349389105,9393.23,11734.2,21127.43,0.03681,18.25,3.23,11.55,8.28,0.034,0,91.462,19.424,60.47,8.47,2025
Singapore,Norway,EU,Agriculture,0.06706993361572877,4089.7,1760.56,5850.26,0.01019,18.25,3.23,11.55,8.28,0.034,0,100.22,19.424,60.47,8.47,2025
Singapore,Norway,EU,Energy,0.16907700346400878,6195.95,8552.0,14747.96,0.02569,18.25,3.23,11.55,8.28,0.034,0,124.996,19.424,60.47,8.47,2025
Singapore,Norway,EU,Machinery,0.09198111861911716,5370.84,2652.33,8023.17,0.01398,18.25,3.23,11.55,8.28,0.034,0,70.514,19.424,60.47,8.47,2025
Singapore,Norway,EU,Pharmaceuticals,0.08813754413273332,3159.46,4528.45,7687.91,0.01339,18.25,3.23,11.55,8.28,0.034,0,97.207,19.424,60.47,8.47,2025
Singapore,Norway,EU,Financial Services,0.1629682266525233,5966.26,8248.85,14215.11,0.02477,18.25,3.23,11.55,8.28,0.034,0,127.553,19.424,60.47,8.47,2025
Singapore,Denmark,EU,Electronics,0.11687256226209644,8877.68,12127.07,21004.75,0.03659,10.49,4.97,8.02,27.98,0.155,0,125.325,18.863,56.26,9.5,2025
Singapore,Denmark,EU,Automotive,0.1044603709440599,12564.1,6209.89,18773.99,0.03271,10.49,4.97,8.02,27.98,0.155,0,102.658,18.863,56.26,9.5,2025
Singapore,Denmark,EU,Chemicals,0.21014995429722422,26199.51,11569.39,37768.89,0.0658,10.49,4.97,8.02,27.98,0.155,0,133.979,18.863,56.26,9.5,2025
Singapore,Denmark,EU,Agriculture,0.22339875200230472,20974.18,19175.83,40150.02,0.06995,10.49,4.97,8.02,27.98,0.155,0,105.172,18.863,56.26,9.5,2025
Singapore,Denmark,EU,Energy,0.10077771280866087,8310.46,9801.67,18112.13,0.03155,10.49,4.97,8.02,27.98,0.155,0,100.551,18.863,56.26,9.5,2025
Singapore,Denmark,EU,Machinery,0.16900979594008414,15241.63,15133.41,30375.04,0.05292,10.49,4.97,8.02,27.98,0.155,0,106.944,18.863,56.26,9.5,2025
Singapore,Denmark,EU,Pharmaceuticals,0.2274920965027006,23182.86,17702.83,40885.69,0.07123,10.49,4.97,8.02,27.98,0.155,0,122.081,18.863,56.26,9.5,2025
Singapore,Denmark,EU,Financial Services,0.21106299347158103,26424.83,11508.16,37932.99,0.06609,10.49,4.97,8.02,27.98,0.155,0,110.32,18.863,56.26,9.5,2025
Singapore,Finland,EU,Electronics,0.05260038470214721,5765.45,7779.52,13544.97,0.0236,19.25,9.5,2.82,20.32,0.324,1,70.789,17.986,61.92,25.75,2025
Singapore,Finland,EU,Automotive,0.055306440774763946,6471.91,7769.89,14241.8,0.02481,19.25,9.5,2.82,20.32,0.324,1,108.304,17.986,61.92,25.75,2025
Singapore,Finland,EU,Chemicals,0.1342849101184996,23092.11,11487.19,34579.31,0.06024,19.25,9.5,2.82,20.32,0.324,1,131.744,17.986,61.92,25.75,2025
Singapore,Finland,EU,Agriculture,0.1183634703395752,14563.89,15915.53,30479.43,0.0531,19.25,9.5,2.82,20.32,0.324,1,87.969,17.986,61.92,25.75,2025
Singapore,Finland,EU,Energy,0.16805898850296155,20790.8,22485.58,43276.37,0.07539,19.25,9.5,2.82,20.32,0.324,1,112.415,17.986,61.92,25.75,2025
Singapore,Finland,EU,Machinery,0.1318823304382481,19208.61,14752.02,33960.63,0.05916,19.25,9.5,2.82,20.32,0.324,1,93.613,17.986,61.92,25.75,2025
Singapore,Finland,EU,Pharmaceuticals,0.10889315190838354,19194.9,8845.85,28040.75,0.04885,19.25,9.5,2.82,20.32,0.324,1,126.361,17.986,61.92,25.75,2025
Singapore,Finland,EU,Financial Services,0.07802263515329051,13271.17,6820.21,20091.38,0.035,19.25,9.5,2.82,20.32,0.324,1,98.743,17.986,61.92,25.75,2025
Singapore,Switzerland,EU,Electronics,0.10157753708664047,12422.2,15694.61,28116.81,0.04898,16.0,4.83,0.45,13.43,0.542,8,133.493,11.853,46.82,8.23,2025
Singapore,Switzerland,EU,Automotive,0.24688043614071042,38111.96,30224.92,68336.87,0.11905,16.0,4.83,0.45,13.43,0.542,8,67.168,11.853,46.82,8.23,2025
Singapore,Switzerland,EU,Chemicals,0.10446146530387379,11725.57,17189.52,28915.09,0.05037,16.0,4.83,0.45,13.43,0.542,8,141.43,11.853,46.82,8.23,2025
Singapore,Switzerland,EU,Agriculture,0.07355021657802822,11664.68,8694.13,20358.81,0.03547,16.0,4.83,0.45,13.43,0.542,8,77.406,11.853,46.82,8.23,2025
Singapore,Switzerland,EU,Energy,0.1608356005031587,26508.09,18011.44,44519.53,0.07756,16.0,4.83,0.45,13.43,0.542,8,132.974,11.853,46.82,8.23,2025
Singapore,Switzerland,EU,Machinery,0.09128425435212065,10190.4,15077.22,25267.62,0.04402,16.0,4.83,0.45,13.43,0.542,8,63.689,11.853,46.82,8.23,2025
Singapore,Switzerland,EU,Pharmaceuticals,0.23000372836962102,42157.11,21508.26,63665.37,0.11092,16.0,4.83,0.45,13.43,0.542,8,109.741,11.853,46.82,8.23,2025
Singapore,Switzerland,EU,Financial Services,0.17010337208673068,28227.9,18856.97,47084.87,0.08203,16.0,4.83,0.45,13.43,0.542,8,67.537,11.853,46.82,8.23,2025
Singapore,Austria,EU,Electronics,0.0665597335850253,10872.19,7842.45,18714.64,0.0326,8.38,4.45,10.38,2.35,0.166,0,74.535,14.749,47.52,14.55,2025
Singapore,Austria,EU,Automotive,0.12785912280839531,17493.67,18456.56,35950.23,0.06263,8.38,4.45,10.38,2.35,0.166,0,85.567,14.749,47.52,14.55,2025
Singapore,Austria,EU,Chemicals,0.1938091810368491,26654.74,27838.71,54493.45,0.09494,8.38,4.45,10.38,2.35,0.166,0,106.64,14.749,47.52,14.55,2025
Singapore,Austria,EU,Agriculture,0.14521008043981995,24460.59,16368.21,40828.81,0.07113,8.38,4.45,10.38,2.35,0.166,0,143.683,14.749,47.52,14.55,2025
Singapore,Austria,EU,Energy,0.19651441944205006,25664.53,29589.55,55254.08,0.09626,8.38,4.45,10.38,2.35,0.166,0,53.118,14.749,47.52,14.55,2025
Singapore,Austria,EU,Machinery,0.10245280885996502,16665.36,12141.36,28806.72,0.05019,8.38,4.45,10.38,2.35,0.166,0,55.143,14.749,47.52,14.55,2025
Singapore,Austria,EU,Pharmaceuticals,0.14927324944024728,24303.57,17667.68,41971.25,0.07312,8.38,4.45,10.38,2.35,0.166,0,83.424,14.749,47.52,14.55,2025
Singapore,Austria,EU,Financial Services,0.2041824407491644,24799.99,32610.12,57410.11,0.10002,8.38,4.45,10.38,2.35,0.166,0,57.514,14.749,47.52,14.55,2025
Singapore,Belgium,EU,Electronics,0.05046787812515566,8368.25,3754.21,12122.46,0.02112,9.91,7.2,8.7,12.32,0.819,4,50.525,9.913,50.5,4.47,2025
Singapore,Belgium,EU,Automotive,0.07061874920274898,8386.02,8576.71,16962.73,0.02955,9.91,7.2,8.7,12.32,0.819,4,130.743,9.913,50.5,4.47,2025
Singapore,Belgium,EU,Chemicals,0.24241975715282355,37092.49,21137.11,58229.6,0.10145,9.91,7.2,8.7,12.32,0.819,4,119.056,9.913,50.5,4.47,2025
Singapore,Belgium,EU,Agriculture,0.1542601334827139,15785.23,21268.29,37053.52,0.06455,9.91,7.2,8.7,12.32,0.819,4,145.817,9.913,50.5,4.47,2025
Singapore,Belgium,EU,Energy,0.2016784827891363,28663.27,19780.21,48443.48,0.0844,9.91,7.2,8.7,12.32,0.819,4,125.904,9.913,50.5,4.47,2025
Singapore,Belgium,EU,Machinery,0.19482066585462773,27664.5,19131.72,46796.22,0.08153,9.91,7.2,8.7,12.32,0.819,4,148.058,9.913,50.5,4.47,2025
Singapore,Belgium,EU,Pharmaceuticals,0.230672762527205,32912.29,22495.66,55407.95,0.09653,9.91,7.2,8.7,12.32,0.819,4,119.318,9.913,50.5,4.47,2025
Singapore,Belgium,EU,Financial Services,0.060319161331742005,8707.38,5781.37,14488.75,0.02524,9.91,7.2,8.7,12.32,0.819,4,54.417,9.913,50.5,4.47,2025
Singapore,Ireland,EU,Electronics,0.10946980147451016,15527.5,7397.45,22924.95,0.03994,19.99,6.0,9.46,15.64,0.121,6,147.106,19.631,53.41,-8.24,2025
Singapore,Ireland,EU,Automotive,0.2388532978226868,27124.16,22896.03,50020.19,0.08714,19.99,6.0,9.46,15.64,0.121,6,136.204,19.631,53.41,-8.24,2025
Singapore,Ireland,EU,Chemicals,0.2189098797070141,22726.09,23117.58,45843.67,0.07987,19.99,6.0,9.46,15.64,0.121,6,132.892,19.631,53.41,-8.24,2025
Singapore,Ireland,EU,Agriculture,0.057401526943098524,6958.68,5062.24,12020.91,0.02094,19.99,6.0,9.46,15.64,0.121,6,73.001,19.631,53.41,-8.24,2025
Singapore,Ireland,EU,Energy,0.07411337715545577,6566.58,8954.1,15520.68,0.02704,19.99,6.0,9.46,15.64,0.121,6,119.629,19.631,53.41,-8.24,2025
Singapore,Ireland,EU,Machinery,0.11797499275361323,15254.28,9451.81,24706.09,0.04304,19.99,6.0,9.46,15.64,0.121,6,56.536,19.631,53.41,-8.24,2025
Singapore,Ireland,EU,Pharmaceuticals,0.11305806756612208,13302.52,10373.88,23676.4,0.04125,19.99,6.0,9.46,15.64,0.121,6,129.072,19.631,53.41,-8.24,2025
Singapore,Ireland,EU,Financial Services,0.11375050058641399,14001.45,9819.96,23821.41,0.0415,19.99,6.0,9.46,15.64,0.121,6,138.598,19.631,53.41,-8.24,2025
Singapore,Portugal,EU,Electronics,0.23781353970257924,32779.0,18467.42,51246.42,0.08928,4.66,1.22,17.4,1.06,0.875,1,149.793,7.202,39.4,-8.22,2025
Singapore,Portugal,EU,Automotive,0.12014236309034204,16314.41,9575.05,25889.47,0.0451,4.66,1.22,17.4,1.06,0.875,1,90.193,7.202,39.4,-8.22,2025
Singapore,Portugal,EU,Chemicals,0.14597512406078178,18504.14,12952.02,31456.17,0.0548,4.66,1.22,17.4,1.06,0.875,1,137.368,7.202,39.4,-8.22,2025
Singapore,Portugal,EU,Agriculture,0.24681669383985905,33533.14,19653.37,53186.51,0.09266,4.66,1.22,17.4,1.06,0.875,1,91.777,7.202,39.4,-8.22,2025
Singapore,Portugal,EU,Energy,0.13427140045541405,17976.04,10958.09,28934.13,0.05041,4.66,1.22,17.4,1.06,0.875,1,73.878,7.202,39.4,-8.22,2025
Singapore,Portugal,EU,Machinery,0.07209482262627893,7867.07,7668.63,15535.71,0.02707,4.66,1.22,17.4,1.06,0.875,1,78.724,7.202,39.4,-8.22,2025
Singapore,Portugal,EU,Pharmaceuticals,0.10926162409119802,11067.98,12476.79,23544.78,0.04102,4.66,1.22,17.4,1.06,0.875,1,54.209,7.202,39.4,-8.22,2025
Singapore,Portugal,EU,Financial Services,0.053574786946682766,8038.86,3505.97,11544.83,0.02011,4.66,1.22,17.4,1.06,0.875,1,92.777,7.202,39.4,-8.22,2025
Singapore,Chile,LATAM,Electronics,0.24646610301601635,26980.58,13575.88,40556.46,0.07066,13.59,2.96,19.0,39.32,0.089,5,110.08,23.294,-35.68,-71.54,2025
Singapore,Chile,LATAM,Automotive,0.2307447934350541,26455.45,11514.04,37969.49,0.06615,13.59,2.96,19.0,39.32,0.089,5,124.335,23.294,-35.68,-71.54,2025
Singapore,Chile,LATAM,Chemicals,0.06299728189657881,5395.4,4970.92,10366.32,0.01806,13.59,2.96,19.0,39.32,0.089,5,133.783,23.294,-35.68,-71.54,2025
Singapore,Chile,LATAM,Agriculture,0.0961138391610038,10267.45,5548.27,15815.71,0.02755,13.59,2.96,19.0,39.32,0.089,5,62.034,23.294,-35.68,-71.54,2025
Singapore,Chile,LATAM,Energy,0.0593890714295626,5035.1,4737.48,9772.58,0.01703,13.59,2.96,19.0,39.32,0.089,5,53.673,23.294,-35.68,-71.54,2025
Singapore,Chile,LATAM,Machinery,0.24145405259666514,25740.66,13991.06,39731.71,0.06922,13.59,2.96,19.0,39.32,0.089,5,130.077,23.294,-35.68,-71.54,2025
Singapore,Chile,LATAM,Pharmaceuticals,0.17595558459923064,13460.55,15493.27,28953.82,0.05044,13.59,2.96,19.0,39.32,0.089,5,101.826,23.294,-35.68,-71.54,2025
Singapore,Chile,LATAM,Financial Services,0.16945481448606822,15545.65,12338.45,27884.11,0.04858,13.59,2.96,19.0,39.32,0.089,5,76.023,23.294,-35.68,-71.54,2025
Singapore,Argentina,LATAM,Electronics,0.16858798696834065,18711.67,13885.59,32597.25,0.05679,9.82,9.97,17.95,23.17,0.623,8,59.149,15.485,-38.42,-63.62,2025
Singapore,Argentina,LATAM,Automotive,0.2254921725260761,20914.02,22685.92,43599.94,0.07596,9.82,9.97,17.95,23.17,0.623,8,62.951,15.485,-38.42,-63.62,2025
Singapore,Argentina,LATAM,Chemicals,0.22774961597379545,30239.61,13796.81,44036.42,0.07672,9.82,9.97,17.95,23.17,0.623,8,136.213,15.485,-38.42,-63.62,2025
Singapore,Argentina,LATAM,Agriculture,0.21190321494497563,24443.04,16529.41,40972.45,0.07138,9.82,9.97,17.95,23.17,0.623,8,105.086,15.485,-38.42,-63.62,2025
Singapore,Argentina,LATAM,Energy,0.06739735198228203,6809.47,6222.11,13031.58,0.0227,9.82,9.97,17.95,23.17,0.623,8,87.269,15.485,-38.42,-63.62,2025
Singapore,Argentina,LATAM,Machinery,0.10195075675206525,12163.21,7549.43,19712.64,0.03434,9.82,9.97,17.95,23.17,0.623,8,99.588,15.485,-38.42,-63.62,2025
Singapore,Argentina,LATAM,Pharmaceuticals,0.06620924318152958,5966.37,6835.49,12801.86,0.0223,9.82,9.97,17.95,23.17,0.623,8,118.326,15.485,-38.42,-63.62,2025
Singapore,Argentina,LATAM,Financial Services,0.06522617189806004,8265.28,4346.5,12611.78,0.02197,9.82,9.97,17.95,23.17,0.623,8,99.515,15.485,-38.42,-63.62,2025
Singapore,Colombia,LATAM,Electronics,0.2257259972710316,26798.91,15124.97,41923.87,0.07304,11.85,8.42,6.96,33.9,0.566,0,115.845,16.466,4.57,-74.3,2025
Singapore,Colombia,LATAM,Automotive,0.2201163458188484,26989.82,13892.18,40882.0,0.07122,11.85,8.42,6.96,33.9,0.566,0,120.836,16.466,4.57,-74.3,2025
Singapore,Colombia,LATAM,Chemicals,0.21740266567273442,24599.94,15778.05,40377.99,0.07034,11.85,8.42,6.96,33.9,0.566,0,118.014,16.466,4.57,-74.3,2025
Singapore,Colombia,LATAM,Agriculture,0.17372227564303688,20192.09,12073.18,32265.27,0.05621,11.85,8.42,6.96,33.9,0.566,0,65.861,16.466,4.57,-74.3,2025
Singapore,Colombia,LATAM,Energy,0.2261741518397857,27789.93,14217.18,42007.11,0.07318,11.85,8.42,6.96,33.9,0.566,0,52.925,16.466,4.57,-74.3,2025
Singapore,Colombia,LATAM,Machinery,0.21516335011295254,17529.81,22432.28,39962.08,0.06962,11.85,8.42,6.96,33.9,0.566,0,83.512,16.466,4.57,-74.3,2025
Singapore,Colombia,LATAM,Pharmaceuticals,0.19870165125832157,16541.7,20362.96,36904.67,0.06429,11.85,8.42,6.96,33.9,0.566,0,131.797,16.466,4.57,-74.3,2025
Singapore,Colombia,LATAM,Financial Services,0.2164268355915484,22198.27,17998.48,40196.75,0.07003,11.85,8.42,6.96,33.9,0.566,0,50.639,16.466,4.57,-74.3,2025
Singapore,Peru,LATAM,Electronics,0.21373588409996835,13417.38,17178.57,30595.95,0.0533,12.34,9.83,12.64,12.99,0.634,7,78.334,13.486,-9.19,-75.02,2025
Singapore,Peru,LATAM,Automotive,0.0536855437476435,4070.53,3614.47,7685.0,0.01339,12.34,9.83,12.64,12.99,0.634,7,134.012,13.486,-9.19,-75.02,2025
Singapore,Peru,LATAM,Chemicals,0.12843024228903932,8343.83,10040.75,18384.58,0.03203,12.34,9.83,12.64,12.99,0.634,7,125.37,13.486,-9.19,-75.02,2025
